"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","A27","B28","C29","D30","E31","F32","G33","H34","I35","J36","K37","L38","M39","N40","O41","P42","Q43","R44","S45","T46","U47","V48","W49","X50","Y51","Z52","A53","B54","C55","D56","E57","F58","G59","H60","I61","J62","K63","L64","M65","N66","O67","P68","Q69","R70","S71"
"1","","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"50","1993","2","0.5","2","0.6","0","0","1","0.4","1","0.7","1","0.6","0","0","0","0","1","3.2","0","0","1","2.3","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.8","0","0","1","1.1","0","0","1","2.3","0","0","0","0","1","1.1","0","0","0","0","0","0","1","1.3","1","2.6","0","0","0","0","0","0"
"51","1994","1","0.3","1","0.3","0","0","0","0","1","0.7","1","0.6","0","0","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4.3","0","0","0","0","1","2.6","0","0","0","0","0","0"
"52","1992","1","0.3","1","0.3","0","0","0","0","1","0.7","0","0","0","0","0","0","1","3.2","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.7","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"53","1995","3","0.8","3","1","0","0","2","0.9","1","0.7","2","1.3","1","0.7","0","0","0","0","0","0","0","0","1","0.8","0","0","2","2.2","0","0","1","3.6","0","0","0","0","0","0","0","0","0","0","0","0","2","5.4","0","0","0","0","0","0","1","1.1","2","1.7","0","0","0","0","2","2.6","1","2.6","0","0","0","0","0","0"
"54","1982","1","0.3","0","0","1","1.3","1","0.4","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","0","0","1","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","1985","1","0.3","0","0","1","1.3","1","0.4","0","0","0","0","0","0","0","0","0","0","1","6.2","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","1975","1","0.3","1","0.3","0","0","1","0.4","0","0","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","1","3.8","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","0","0"
"57","Total","386","100","311","100","75","100","235","100","151","100","158","100","134","100","47","100","31","100","16","100","43","100","127","100","123","100","93","100","64","100","28","100","19","100","41","100","47","100","26","100","32","100","92","100","37","100","43","100","65","100","49","100","91","100","115","100","23","100","77","100","77","100","38","100","48","100","38","100","33","100"
"58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59","","Total_Total_f","Total_Total_pct","A3_Sí (Bancarizado)_f","A3_Sí (Bancarizado)_pct","A3_No (No Bancarizado)_f","A3_No (No Bancarizado)_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","Edad.Rango_18 - 24 años_f","Edad.Rango_18 - 24 años_pct","Edad.Rango_25 - 34 años_f","Edad.Rango_25 - 34 años_pct","Edad.Rango_35 - 44 años_f","Edad.Rango_35 - 44 años_pct","Edad.Rango_45 - 55 años_f","Edad.Rango_45 - 55 años_pct","Plaza_Veracruz (Veracruz)_f","Plaza_Veracruz (Veracruz)_pct","Plaza_Chiapas (Ocozocoautla de espinosa)_f","Plaza_Chiapas (Ocozocoautla de espinosa)_pct","Plaza_Yucatan (Hunucma)_f","Plaza_Yucatan (Hunucma)_pct","Plaza_Ciudad de México (AMCM)_f","Plaza_Ciudad de México (AMCM)_pct","Plaza_Puebla (Tepeaca)_f","Plaza_Puebla (Tepeaca)_pct","Plaza_Jalisco (Ayotlan)_f","Plaza_Jalisco (Ayotlan)_pct","Plaza_Nuevo Leon (Monterrey)_f","Plaza_Nuevo Leon (Monterrey)_pct","Plaza_Sonora (Heroica de Caborca)_f","Plaza_Sonora (Heroica de Caborca)_pct","Plaza_Sinaloa (Angostura)_f","Plaza_Sinaloa (Angostura)_pct","cluster_1_f","cluster_1_pct","cluster_2_f","cluster_2_pct","cluster_3_f","cluster_3_pct","cluster_4_f","cluster_4_pct","cluster_5_f","cluster_5_pct","cluster_6_f","cluster_6_pct","clusterB_1_f","clusterB_1_pct","clusterB_2_f","clusterB_2_pct","clusterB_3_f","clusterB_3_pct","clusterB_4_f","clusterB_4_pct","clusterB_5_f","clusterB_5_pct","clusterB_6_f","clusterB_6_pct"
"60","YARIS","4","1","1","0.3","3","4","3","1.3","1","0.7","3","1.9","1","0.7","0","0","0","0","0","0","2","4.7","1","0.8","0","0","1","1.1","1","1.6","0","0","0","0","0","0","0","0","0","0","1","3.1","2","2.2","0","0","2","4.7","0","0","0","0","0","0","1","0.9","1","4.3","1","1.3","0","0","0","0","0","0","0","0","0","0"
"61","VENTO","1","0.3","1","0.3","0","0","1","0.4","0","0","1","0.6","0","0","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","1","1.3","0","0","0","0","0","0","0","0","0","0"
"62","JETTA","27","7","24","7.7","3","4","14","6","13","8.6","12","7.6","9","6.7","3","6.4","1","3.2","2","12.5","4","9.3","8","6.3","9","7.3","6","6.5","4","6.2","2","7.1","2","10.5","3","7.3","5","10.6","7","26.9","4","12.5","0","0","0","0","1","2.3","3","4.6","5","10.2","6","6.6","9","7.8","3","13","3","3.9","4","5.2","5","13.2","6","12.5","5","13.2","1","3"
"63","TSURU","33","8.5","26","8.4","7","9.3","21","8.9","12","7.9","14","8.9","7","5.2","4","8.5","6","19.4","2","12.5","3","7","9","7.1","11","8.9","10","10.8","2","3.1","3","10.7","3","15.8","6","14.6","1","2.1","3","11.5","5","15.6","6","6.5","4","10.8","5","11.6","3","4.6","4","8.2","8","8.8","13","11.3","0","0","3","3.9","8","10.4","4","10.5","4","8.3","3","7.9","4","12.1"
"64","FIESTA","12","3.1","10","3.2","2","2.7","3","1.3","9","6","6","3.8","4","3","1","2.1","0","0","1","6.2","1","2.3","3","2.4","6","4.9","2","2.2","2","3.1","0","0","1","5.3","0","0","4","8.5","1","3.8","1","3.1","3","3.3","0","0","1","2.3","3","4.6","3","6.1","3","3.3","2","1.7","0","0","2","2.6","2","2.6","2","5.3","1","2.1","2","5.3","1","3"
"65","VOYAGER","1","0.3","1","0.3","0","0","1","0.4","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","0","0","0","0","1","2.6","0","0","0","0","0","0"
"66","NO IDENTIFICADO","26","6.7","18","5.8","8","10.7","18","7.7","8","5.3","5","3.2","11","8.2","3","6.4","5","16.1","2","12.5","2","4.7","7","5.5","9","7.3","8","8.6","4","6.2","3","10.7","1","5.3","1","2.4","1","2.1","5","19.2","4","12.5","1","1.1","6","16.2","3","7","7","10.8","0","0","7","7.7","9","7.8","0","0","3","3.9","6","7.8","3","7.9","0","0","2","5.3","4","12.1"
"67","VECTRA","1","0.3","1","0.3","0","0","1","0.4","0","0","0","0","1","0.7","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.8","0","0","0","0","0","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"68","TIIDA","7","1.8","6","1.9","1","1.3","4","1.7","3","2","3","1.9","3","2.2","0","0","1","3.2","0","0","0","0","3","2.4","3","2.4","1","1.1","1","1.6","2","7.1","0","0","2","4.9","0","0","0","0","1","3.1","0","0","1","2.7","0","0","1","1.5","0","0","3","3.3","3","2.6","0","0","3","3.9","1","1.3","1","2.6","1","2.1","0","0","0","0"
"69","CHEVY","23","6","18","5.8","5","6.7","12","5.1","11","7.3","7","4.4","10","7.5","2","4.3","1","3.2","3","18.8","1","2.3","10","7.9","9","7.3","3","3.2","3","4.7","5","17.9","3","15.8","6","14.6","0","0","0","0","3","9.4","1","1.1","2","5.4","2","4.7","2","3.1","1","2","7","7.7","7","6.1","4","17.4","6","7.8","2","2.6","6","15.8","0","0","0","0","4","12.1"
"70","CORSA","2","0.5","2","0.6","0","0","2","0.9","0","0","0","0","2","1.5","0","0","0","0","0","0","0","0","1","0.8","0","0","1","1.1","1","1.6","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","1","2.3","0","0","0","0","0","0","1","0.9","0","0","1","1.3","1","1.3","0","0","0","0","0","0","0","0"
"71","PICK UP","3","0.8","2","0.6","1","1.3","2","0.9","1","0.7","0","0","3","2.2","0","0","0","0","0","0","0","0","0","0","1","0.8","2","2.2","0","0","0","0","1","5.3","0","0","1","2.1","0","0","0","0","0","0","1","2.7","0","0","1","1.5","1","2","1","1.1","0","0","0","0","0","0","0","0","1","2.6","0","0","0","0","1","3"
"72","CAVALIER","2","0.5","2","0.6","0","0","2","0.9","0","0","0","0","2","1.5","0","0","0","0","0","0","1","2.3","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","1","2.7","0","0","0","0","0","0","0","0","2","1.7","0","0","0","0","2","2.6","0","0","0","0","0","0","0","0"
"73","NO SABE","1","0.3","0","0","1","1.3","1","0.4","0","0","1","0.6","0","0","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","MAXIMA","5","1.3","5","1.6","0","0","4","1.7","1","0.7","0","0","3","2.2","0","0","1","3.2","1","6.2","2","4.7","3","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5.4","0","0","2","4.7","2","3.1","0","0","1","1.1","0","0","0","0","0","0","2","2.6","1","2.6","2","4.2","0","0","0","0"
"75","ROGUE","1","0.3","1","0.3","0","0","1","0.4","0","0","0","0","1","0.7","0","0","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"76","I10","1","0.3","1","0.3","0","0","0","0","1","0.7","0","0","1","0.7","0","0","0","0","0","0","1","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","0","0"
"77","ALTIMA","4","1","4","1.3","0","0","2","0.9","2","1.3","1","0.6","1","0.7","0","0","2","6.5","0","0","0","0","0","0","3","2.4","1","1.1","1","1.6","0","0","0","0","0","0","1","2.1","0","0","0","0","2","2.2","0","0","1","2.3","0","0","0","0","0","0","3","2.6","0","0","1","1.3","3","3.9","0","0","0","0","0","0","0","0"
"78","GM SATURN","2","0.5","2","0.6","0","0","2","0.9","0","0","0","0","0","0","1","2.1","1","3.2","0","0","1","2.3","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.8","0","0","0","0","1","2.7","0","0","1","1.5","0","0","0","0","1","0.9","0","0","0","0","1","1.3","0","0","0","0","0","0","1","3"
"79","POINTER","7","1.8","5","1.6","2","2.7","4","1.7","3","2","3","1.9","1","0.7","3","6.4","0","0","0","0","0","0","3","2.4","2","1.6","2","2.2","1","1.6","1","3.6","1","5.3","2","4.9","1","2.1","0","0","1","3.1","0","0","0","0","1","2.3","0","0","0","0","2","2.2","2","1.7","2","8.7","1","1.3","1","1.3","2","5.3","1","2.1","0","0","0","0"
"80","SILVERADO","1","0.3","1","0.3","0","0","1","0.4","0","0","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","0","0"
"81","FOCUS","15","3.9","9","2.9","6","8","7","3","8","5.3","7","4.4","7","5.2","1","2.1","0","0","0","0","2","4.7","4","3.1","6","4.9","3","3.2","2","3.1","1","3.6","1","5.3","2","4.9","2","4.3","0","0","0","0","6","6.5","1","2.7","3","7","2","3.1","2","4.1","3","3.3","4","3.5","1","4.3","3","3.9","2","2.6","1","2.6","2","4.2","1","2.6","0","0"
"82","FRONTIER","7","1.8","5","1.6","2","2.7","5","2.1","2","1.3","2","1.3","2","1.5","2","4.3","0","0","1","6.2","1","2.3","2","1.6","3","2.4","1","1.1","0","0","0","0","0","0","0","0","1","2.1","1","3.8","0","0","3","3.3","2","5.4","0","0","2","3.1","2","4.1","0","0","3","2.6","0","0","1","1.3","1","1.3","0","0","1","2.1","2","5.3","0","0"
"83","VOLKSWAGEN SEDÁN","9","2.3","7","2.3","2","2.7","7","3","2","1.3","2","1.3","5","3.7","1","2.1","1","3.2","0","0","0","0","4","3.1","3","2.4","2","2.2","2","3.1","2","7.1","2","10.5","1","2.4","0","0","1","3.8","1","3.1","0","0","0","0","1","2.3","1","1.5","1","2","4","4.4","1","0.9","1","4.3","1","1.3","0","0","4","10.5","0","0","1","2.6","1","3"
"84","SPARK","10","2.6","10","3.2","0","0","4","1.7","6","4","6","3.8","3","2.2","0","0","1","3.2","0","0","1","2.3","5","3.9","4","3.3","0","0","4","6.2","1","3.6","0","0","0","0","3","6.4","0","0","2","6.2","0","0","0","0","0","0","2","3.1","2","4.1","3","3.3","3","2.6","0","0","6","7.8","0","0","0","0","1","2.1","2","5.3","1","3"
"85","STRATUS","3","0.8","2","0.6","1","1.3","2","0.9","1","0.7","1","0.6","1","0.7","1","2.1","0","0","0","0","0","0","0","0","1","0.8","2","2.2","2","3.1","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","0","0","0","0","0","0","1","0.9","2","8.7","0","0","1","1.3","1","2.6","0","0","0","0","0","0"
"86","NEON","5","1.3","4","1.3","1","1.3","2","0.9","3","2","2","1.3","1","0.7","2","4.3","0","0","0","0","1","2.3","1","0.8","2","1.6","1","1.1","3","4.7","0","0","0","0","0","0","1","2.1","1","3.8","0","0","0","0","0","0","0","0","1","1.5","1","2","2","2.2","1","0.9","0","0","1","1.3","0","0","1","2.6","0","0","1","2.6","1","3"
"87","SENTRA","15","3.9","14","4.5","1","1.3","8","3.4","7","4.6","9","5.7","5","3.7","1","2.1","0","0","0","0","3","7","3","2.4","5","4.1","4","4.3","2","3.1","0","0","1","5.3","0","0","1","2.1","2","7.7","1","3.1","8","8.7","0","0","3","7","1","1.5","2","4.1","3","3.3","6","5.2","0","0","2","2.6","6","7.8","0","0","2","4.2","2","5.3","2","6.1"
"88","AVEO","14","3.6","12","3.9","2","2.7","9","3.8","5","3.3","6","3.8","5","3.7","2","4.3","1","3.2","0","0","0","0","4","3.1","5","4.1","5","5.4","4","6.2","2","7.1","1","5.3","3","7.3","0","0","0","0","1","3.1","1","1.1","2","5.4","1","2.3","1","1.5","1","2","2","2.2","7","6.1","2","8.7","3","3.9","4","5.2","1","2.6","1","2.1","2","5.3","1","3"
"89","ASTRA","1","0.3","0","0","1","1.3","1","0.4","0","0","0","0","1","0.7","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","MAZDA","7","1.8","6","1.9","1","1.3","5","2.1","2","1.3","5","3.2","1","0.7","1","2.1","0","0","0","0","1","2.3","1","0.8","2","1.6","3","3.2","5","7.8","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","1","2.7","1","2.3","0","0","0","0","5","5.5","0","0","1","4.3","5","6.5","1","1.3","0","0","0","0","0","0","0","0"
"91","RANGER","4","1","2","0.6","2","2.7","3","1.3","1","0.7","2","1.3","2","1.5","0","0","0","0","0","0","0","0","3","2.4","0","0","1","1.1","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","3","8.1","0","0","0","0","1","2","0","0","3","2.6","0","0","0","0","2","2.6","0","0","0","0","0","0","0","0"
"92","CIVIC","8","2.1","7","2.3","1","1.3","5","2.1","3","2","4","2.5","3","2.2","1","2.1","0","0","0","0","1","2.3","1","0.8","3","2.4","3","3.2","2","3.1","2","7.1","0","0","0","0","0","0","0","0","0","0","0","0","4","10.8","2","4.7","0","0","0","0","4","4.4","2","1.7","0","0","3","3.9","2","2.6","0","0","0","0","1","2.6","1","3"
"93","EXPEDITION","1","0.3","1","0.3","0","0","1","0.4","0","0","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.7","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","1","1.3","0","0","0","0","0","0","0","0"
"94","WINDSTAR","1","0.3","1","0.3","0","0","1","0.4","0","0","0","0","1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.7","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","1","1.3","0","0","0","0","0","0","0","0"
"95","ATOS","1","0.3","1","0.3","0","0","0","0","1","0.7","0","0","1","0.7","0","0","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","0","0"
"96","ESCAPE","2","0.5","2","0.6","0","0","1","0.4","1","0.7","1","0.6","1","0.7","0","0","0","0","0","0","0","0","2","1.6","0","0","0","0","0","0","0","0","1","5.3","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","1","1.5","0","0","1","1.1","0","0","0","0","0","0","0","0","1","2.6","1","2.1","0","0","0","0"
"97","JEEP CHEROKEE","4","1","3","1","1","1.3","2","0.9","2","1.3","2","1.3","0","0","1","2.1","1","3.2","0","0","1","2.3","2","1.6","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3.3","1","2.7","1","2.3","1","1.5","0","0","0","0","2","1.7","0","0","0","0","2","2.6","0","0","1","2.1","0","0","0","0"
"98","CROSS FOX","1","0.3","1","0.3","0","0","0","0","1","0.7","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","1","3.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","1","1.3","0","0","0","0","0","0","0","0","0","0"
"99","HUMMER","1","0.3","1","0.3","0","0","1","0.4","0","0","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0"
"100","DART","1","0.3","1","0.3","0","0","1","0.4","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","1","1.3","0","0","0","0","0","0","0","0"
"101","POLO","4","1","3","1","1","1.3","3","1.3","1","0.7","3","1.9","1","0.7","0","0","0","0","0","0","0","0","3","2.4","0","0","1","1.1","1","1.6","0","0","0","0","1","2.4","0","0","1","3.8","1","3.1","0","0","0","0","0","0","1","1.5","0","0","1","1.1","1","0.9","1","4.3","0","0","1","1.3","0","0","1","2.1","1","2.6","0","0"
"102","VERSA","8","2.1","5","1.6","3","4","5","2.1","3","2","2","1.3","2","1.5","4","8.5","0","0","0","0","1","2.3","2","1.6","2","1.6","3","3.2","3","4.7","0","0","0","0","1","2.4","2","4.3","0","0","0","0","2","2.2","0","0","0","0","1","1.5","2","4.1","4","4.4","1","0.9","0","0","3","3.9","0","0","0","0","1","2.1","1","2.6","0","0"
"103","CAMRY","7","1.8","6","1.9","1","1.3","0","0","7","4.6","2","1.3","1","0.7","2","4.3","2","6.5","0","0","0","0","3","2.4","2","1.6","2","2.2","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","5","5.4","1","2.7","3","7","2","3.1","0","0","0","0","2","1.7","0","0","1","1.3","4","5.2","0","0","1","2.1","0","0","0","0"
"104","COROLLA","5","1.3","5","1.6","0","0","2","0.9","3","2","5","3.2","0","0","0","0","0","0","0","0","1","2.3","2","1.6","2","1.6","0","0","1","1.6","1","3.6","0","0","0","0","1","2.1","1","3.8","0","0","0","0","1","2.7","1","2.3","0","0","1","2","2","2.2","1","0.9","0","0","2","2.6","2","2.6","0","0","0","0","0","0","1","3"
"105","LOBO","6","1.6","5","1.6","1","1.3","5","2.1","1","0.7","3","1.9","2","1.5","1","2.1","0","0","0","0","0","0","1","0.8","1","0.8","4","4.3","0","0","1","3.6","0","0","0","0","2","4.3","0","0","1","3.1","1","1.1","1","2.7","0","0","1","1.5","2","4.1","1","1.1","2","1.7","0","0","2","2.6","1","1.3","0","0","1","2.1","0","0","1","3"
"106","MARCH","5","1.3","5","1.6","0","0","2","0.9","3","2","0","0","3","2.2","1","2.1","0","0","1","6.2","1","2.3","0","0","4","3.3","0","0","1","1.6","0","0","0","0","0","0","1","2.1","0","0","3","9.4","0","0","0","0","0","0","2","3.1","1","2","1","1.1","1","0.9","0","0","1","1.3","1","1.3","0","0","2","4.2","1","2.6","0","0"
"107","MALIBU","7","1.8","5","1.6","2","2.7","2","0.9","5","3.3","2","1.3","3","2.2","1","2.1","1","3.2","0","0","0","0","3","2.4","3","2.4","1","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7.6","0","0","2","4.7","3","4.6","0","0","0","0","2","1.7","0","0","1","1.3","1","1.3","0","0","3","6.2","0","0","0","0"
"108","GRAND AM","2","0.5","2","0.6","0","0","1","0.4","1","0.7","0","0","2","1.5","0","0","0","0","0","0","1","2.3","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2.2","0","0","1","2.3","1","1.5","0","0","0","0","0","0","0","0","0","0","1","1.3","0","0","1","2.1","0","0","0","0"
"109","IKON","2","0.5","1","0.3","1","1.3","2","0.9","0","0","1","0.6","1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","2","2.2","0","0","0","0","0","0","0","0","1","2.1","0","0","1","3.1","0","0","0","0","0","0","0","0","1","2","1","1.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","0","0"
"110","ESCORT","2","0.5","2","0.6","0","0","2","0.9","0","0","0","0","1","0.7","1","2.1","0","0","0","0","1","2.3","1","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2.2","0","0","1","2.3","0","0","0","0","0","0","1","0.9","0","0","0","0","2","2.6","0","0","0","0","0","0","0","0"
"111","JEEP LIBERTY","5","1.3","4","1.3","1","1.3","3","1.3","2","1.3","3","1.9","0","0","1","2.1","1","3.2","0","0","0","0","4","3.1","1","0.8","0","0","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","4","4.3","0","0","0","0","3","4.6","1","2","0","0","1","0.9","0","0","0","0","0","0","0","0","2","4.2","0","0","2","6.1"
"112","IBIZA","3","0.8","2","0.6","1","1.3","2","0.9","1","0.7","0","0","1","0.7","1","2.1","1","3.2","0","0","0","0","2","1.6","1","0.8","0","0","1","1.6","0","0","0","0","1","2.4","1","2.1","0","0","0","0","0","0","0","0","1","2.3","0","0","1","2","1","1.1","0","0","0","0","1","1.3","1","1.3","0","0","0","0","0","0","0","0"
"113","GOLF","1","0.3","1","0.3","0","0","1","0.4","0","0","1","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","0","0"
"114","CX-9","1","0.3","0","0","1","1.3","1","0.4","0","0","0","0","1","0.7","0","0","0","0","0","0","1","2.3","0","0","0","0","0","0","1","1.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4.3","0","0","0","0","0","0","0","0","0","0","0","0"
"115","BEETLE","1","0.3","1","0.3","0","0","0","0","1","0.7","1","0.6","0","0","0","0","0","0","0","0","1","2.3","0","0","0","0","0","0","0","0","0","0","0","0","1","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","1","1.3","0","0","0","0","0","0","0","0"
"116","BORA","1","0.3","0","0","1","1.3","1","0.4","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","1","5.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
